q0,q1,q10,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q11,q110,q111,q112,q113,q114,q115,q116,q117,q118,q119,q12,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q13,q130,q131,q132,q133,q134,q135,q136,q137,q138,q139,q14,q140,q141,q142,q143,q144,q145,q146,q147,q148,q149,q15,q150,q151,q152,q153,q154,q155,q156,q157,q158,q159,q16,q160,q161,q162,q163,q164,q165,q166,q167,q168,q169,q17,q170,q171,q172,q173,q174,q175,q176,q177,q178,q179,q18,q180,q181,q182,q183,q184,q185,q186,q187,q188,q189,q19,q190,q191,q192,q193,q194,q195,q196,q197,q198,q199,q2,q20,q200,q201,q202,q203,q204,q205,q206,q207,q208,q209,q21,q210,q211,q212,q213,q214,q215,q216,q217,q218,q219,q22,q220,q221,q222,q223,q224,q225,q226,q227,q228,q229,q23,q230,q231,q232,q233,q234,q235,q236,q237,q238,q239,q24,q240,q241,q242,q243,q244,q245,q246,q247,q248,q249,q25,q250,q251,q252,q253,q254,q255,q256,q257,q258,q259,q26,q260,q261,q262,q263,q264,q265,q266,q267,q268,q269,q27,q270,q271,q272,q273,q274,q275,q276,q277,q278,q279,q28,q280,q281,q282,q283,q284,q285,q286,q287,q288,q289,q29,q290,q291,q292,q293,q294,q295,q296,q297,q298,q299,q3,q30,q300,q301,q302,q303,q304,q305,q306,q307,q308,q309,q31,q310,q311,q312,q313,q314,q315,q316,q317,q318,q319,q32,q320,q321,q322,q323,q324,q325,q326,q327,q328,q329,q33,q330,q331,q332,q333,q334,q335,q336,q337,q338,q339,q34,q340,q341,q342,q343,q344,q345,q346,q347,q348,q349,q35,q350,q351,q352,q353,q354,q355,q356,q357,q358,q359,q36,q360,q361,q362,q363,q364,q365,q366,q367,q368,q369,q37,q370,q371,q372,q373,q374,q375,q376,q377,q378,q379,q38,q380,q381,q382,q383,q384,q385,q386,q387,q388,q389,q39,q390,q391,q392,q393,q394,q395,q396,q397,q398,q399,q4,q40,q400,q401,q402,q403,q404,q405,q406,q407,q408,q409,q41,q410,q411,q412,q413,q414,q415,q416,q417,q418,q419,q42,q420,q421,q422,q423,q424,q425,q426,q427,q428,q429,q43,q430,q431,q432,q433,q434,q435,q436,q437,q438,q439,q44,q440,q441,q442,q443,q444,q445,q446,q447,q448,q449,q45,q450,q451,q452,q453,q454,q455,q456,q457,q458,q459,q46,q460,q461,q462,q463,q464,q465,q466,q467,q468,q469,q47,q470,q471,q472,q473,q474,q475,q476,q477,q478,q479,q48,q480,q481,q482,q483,q484,q485,q486,q487,q488,q489,q49,q490,q491,q492,q493,q494,q495,q496,q497,q498,q499,q5,q50,q51,q52,q53,q54,q55,q56,q57,q58,q59,q6,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q7,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q8,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q9,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99
u378,,,,,,,,,47.14899148856021,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,47.44163559864737,,,,,,,,,,,,,,,,,,,46.65958335278019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91850467168251,,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.873992748493905,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.050886728188324,,,,60.350281928260415,,,,,50.11967974373154,,,,,44.433617854825094,,,,,,0.0,,,,,55.06156082508024,,,49.5684645666997,,53.99110713214381,48.56029145577292,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,56.5650612208256,,,,,,,,,,,,,,,,,,,,,,,,,50.05098790639614,,,,,,,,,,,,53.68190322503486,,,,,,,,0.0,,,,54.92618113995669,,,,51.172948984624,,,,,0.0,51.16251417417144,,47.38516020991246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,60.394852690792156,,,,,58.76828653858539,,,0.0,,,51.18220107782698,,,,,,,,,,,,,,,,,,0.0,,,,,,,54.863562284648346,,,,,0.0,53.633704023345004,,,,,,,,,,,,,,,51.72835352539936,,,,,,,,,53.220186662837726,,41.84823064486003,,,,,,,,,,,47.44335201991557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.91074813575072,,,,,,,,,,,,,,,,,,,,,,,,,,46.005741631913374,,,,,,48.993070464920734,,,,,,,53.74586018334515,,,,,,,0.0,,,,,,,,53.92116578141176,,0.0,,,,,,41.49760301690174,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,48.20369727372323,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,56.27996671918897,,,,,,,,,,,44.6697664556292,,,,52.40582514990568,,,,,,,48.9566628799166,,0.0,,57.000929931547255,,,,,,,,58.96380902371366,,,,,0.0,,,,,,,,,,,,,,,,,51.724393472541585,,,,,,,,,,,,,,,,,51.62881164448372,,,,,49.573747590645596,,,47.558722822244924,,,,,45.98414464031657,,,,,,,0.0,56.49602118068866,,,,,,,60.03328372540385,,,,,,,,,,,,,,,,0.0,,,,,54.327639349436396,52.2955271894478,,,,,,,,,,,,,,,39.29147474296451,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,45.878544503097565,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,47.42361126903321,0.0,,,,,,,,,,,,,51.5752840417381,,,,47.73861429283678,,,,0.0,,0.0,,,,,56.14900329103441,,,,,,,,,50.15306978011645,,,,,,,,,,,,,,,,0.0,0.0,,,,,54.867614402847764,0.0,,,,49.411473917967605,,,,,,,,48.09152657933499,,,,,,0.0,,,,40.25874937232962,,,,62.6372647434439,,,,,
u380,54.670571623496905,,,,,,,,,,,55.50472744952342,,,,0.0,,,,,,,0.0,,,,,,,,,,,57.01771275209825,,,,,,,,,,52.65199105049447,,,,58.234782062409494,,,,,,,,,,,50.695035534845104,,,,,,53.79819594151119,47.835125132802425,,,,,,,,0.0,,,,,,,59.367105025847955,,,44.721740548155616,,,,,,,,42.11175793458305,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,46.397790214523184,,,,,,,,,,,,,,,62.534356932766414,,,,,,,,,,,,,,,,,55.952732347422696,,,,,,,,,,,,,,,,43.30426000856526,,,,,,,,,,,,,,,,,,56.057353858471174,,,,,,,51.90339373154618,,,57.163995371352605,,,,,45.23801607690476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,48.42852716840685,,56.87265527952767,,45.37558083772557,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,57.39184336381606,,,,,,,0.0,,0.0,,,46.0366907457334,,,,,,,,,,0.0,,,,48.61722426686028,,,,,,,,,,,,,,,,52.81550252057777,,,,,,,,,,,,,,,,,,,,47.562223889196204,,41.79179458094885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,48.47214305380705,,,,,,,0.0,,,,,,,49.46546871609286,,,0.0,,,,,59.89804338034597,,,,,,,,,49.748532810560256,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,49.835993663768754,,,,,,,0.0,,,,,,,,,,,,,
u381,,,,,,,,,,59.76711863628407,,,,,,,50.83904354256052,,,44.193767833557516,,,,,,,,,,,,,,,,,,,,,,,,48.54679272494747,,,,,,,53.27613359197501,,,,,55.34507849005951,,,,,45.0553914611729,,,,,,,,,,,,,,,,,,,54.206245342882546,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,41.77680417140376,0.0,,,,,,,,,,,,,,,0.0,0.0,55.721940642834795,,,,,,59.76711863628407,,,,,,,,,,,,,44.84052796050403,,,,,,,,,,,,,0.0,,,,,,52.008979124446874,,,,,,,49.270594150222564,,48.498199607147605,,,,,,,,,0.0,,,51.02105899923051,,,,,,,,,,,46.63051243311801,,,,,,,,,,,,,,,40.053557621290665,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,50.94758881926766,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,49.5270909679618,,,,,0.0,,0.0,,,,48.463422313935965,,52.77023728971295,,,,,44.05239311142185,,,,0.0,47.2896385882802,,,,48.2676045217124,,,,0.0,,,,,,,59.39134947278815,,,,,,,,,,52.41460765432076,,,,,,53.441511361899074,,,46.108111664253634,,,,,,,,,,,,,51.68690270681287,,,,,48.401649790430696,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,49.52221323353587,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,50.44909878086551,,,,,,,,,,,,50.700021998821576,,,,,,,,,,66.07070811293957,,0.0,,,,,,,,,63.32006572025152,,,,,53.219970861111356,,,,42.9707057933778,,,,,42.30323311981306,,,,,48.19095133014516,,,,,52.00530966151522,,,,
u382,,,,,,,,,,,,,,,,,,,,,,,,,39.11111185314471,,,,,,,49.30781284555332,,,,,,,,,,,,,,,,,,,,52.39033501899445,,,,,,,,,,47.029861831213125,,,,,,45.84686973782155,,,,,46.754062062165694,,,33.306277929127546,,56.19532144371923,,,49.9914886650198,,,,,32.04305149596749,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,47.86751227719464,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,48.39427615593261,,,,,,,,,,,,,,0.0,,,,0.0,53.996731235285694,,,,,,0.0,,,,,,,,,44.029900663168874,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.255232813999285,,,,,,,,,,,,42.15775140639545,,,0.0,,,,51.84051246941978,,,,,,,,,,,,,,,,,,,,,,,,,46.017211773152226,,,0.0,,,,,,,,,,55.080945993713904,,0.0,,,,,,,52.901119348998186,,,50.11237389008773,,,,,,,,,,,,,,50.97600326503296,,,,,,,,,,,,,,45.159626878938475,0.0,,,,,,,,,,,,,,,,,,,,,55.74827591383891,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.87020990473535,,,,,,,,,,,32.30612373173551,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,53.246071739986576,,,,,,,,,,0.0,59.720328752863914,,,,,,,,54.776214582924936,,,,,0.0,,,,,,,,,,,,,,,,,,53.02179004511945,,,,,,,,,,,0.0,,,,,,,,,,,,,,53.0182359197916,,52.86175485093118,,,,,,,0.0,,46.47535837328396,,,,,,,,,,,,52.31666453096233,,,,54.886230769799106
u383,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.57205230564593,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,48.46948795497468,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,,,46.5713044715787,,,,,,,,,,,,,,,,,,,,,,,,54.71358775204954,,,,,,,,,,,,,,,,,,,51.511214880351424,,,,,,48.37722335784466,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,49.15807474370289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.461345452963585,,,,,46.08974467156439,,,,,,48.75198405378284,57.83173448719956,,,,0.0,0.0,,,,,,,,0.0,,,,52.6961619290511,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,43.502690223344906,,43.11783984719051,,,,,,,,0.0,,,,,,,,0.0,,,52.529375070905374,,51.6089593998458,,,,,,,,,,,,,45.199425126300824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.71366043556697,,,,,,,,,,,,,57.14113802158749,,,47.766313901552344,,,,,,43.430017664123625,,,0.0,,,,,,,,,,,,49.92364522366023,,,0.0,,,,,,,,,,,,,,,,,,,53.08709530092852,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,49.826133818673135,,,,,,,,,,,,,,,,,,,46.31104726198684,,,51.628832963987485,,
u384,,,,,,,44.776696384454205,,,,,,,,,,,0.0,,,,,,,52.53586484038047,,,,,0.0,,,,,,,,,,,,,45.907937207262975,,,0.0,0.0,,0.0,,50.924216648538014,,,,,,,53.51555306102487,,48.55938070858672,,,,,,,,,,,,,,,,,,,,49.46240063600073,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0021831174153,,,,,44.22730836202665,,50.1513561593821,,,,,,46.92828678456084,,,,,,,,,,,,,0.0,,,,,48.724253162403144,,,,,,,,,,,,,50.68651494137184,,,,,41.07757862478316,,50.30448765363321,,,,,,,,,,,,,,45.32949346828614,0.0,,,,,,,,43.33837254736996,,,,,,,,,,,51.031212696853785,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,55.24596311803323,,,49.653887030789164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.58783574150584,,,,,,,46.90235413671487,,,,,,,,,,,,,,44.111710449212126,,,,,,,,51.42177804859791,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,54.80855134933489,,,,0.0,51.616087246114446,,,,,,,,51.39113851815888,,,,,,,,0.0,54.5604233767413,,,,53.540125421066534,,,,,49.80723984168803,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,38.50448477024564,,,,,,,0.0,,,46.87797585420995,,42.64144737243865,,,,,,62.796931913605036,,,,51.82128089957552,,,,,0.0,54.21548733269622,,0.0,,,,,,,,,,,,,,,
u385,,,,,,,,,,,,,,,,,,,,,54.97545767228818,,,,,,0.0,,,,,,52.990368939150976,,52.32678095407611,,,,,,,,47.75331676781389,,,,,,,,,,,,,,,,46.92267236329368,,,,,,50.451619292191694,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,43.74874042092741,,,,,,,,,47.11635426490463,,,,,,,,,0.0,,,,,40.38978372069432,,,,,,,,45.37861711012384,,,,,56.01910160809687,,,,,,,,,,45.354415576008,,,,,,,,,,,,,,0.0,,,46.791503044940264,,51.851436706324925,,,,,,46.98116190050577,,,48.677145317592725,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.958538553942944,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,50.6447833431593,,,,,50.65821402158946,,0.0,,,,,,46.18983672967018,,,,,60.32935076839517,,,,0.0,,,,,,,57.420652700306846,,,,,59.742209846119614,,,,,,55.41278418771246,,,,,,,,,0.0,,,,,,,,,,46.145243022463404,,,,,,,,,,,,,,51.76471216492173,,,,,,48.74836569515947,,,,,,,,,,,,,,,,,,,49.25012518213731,,53.35534446327992,,,,,59.548628408574906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.51187895515031,,,53.474986630672625,,,,44.30037295364406,48.08283745512915,,,,,,,,,,,,,,,,,,,,,,,,50.809911734557815,,,,,51.225922475692705,,,,,56.60437508398547,0.0,,,,,,,,,,,,,,,
u386,,,,,,49.90393650520988,53.99829508019223,,,,,,,,,,43.186367072612086,,,,,,,,,,,51.331738615027184,,,,,53.01782306342807,,,,,,,,,,50.60653016594766,,,,,,0.0,,,,,,49.86605857908465,,,,,,,,,,,,,,,,,,53.941020467669034,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,48.32542986349465,,,,,0.0,,,,52.74393147858653,0.0,,,,,,,,,0.0,,,,,,,,,,,,49.360319873041504,,,,,,,,47.823419970625785,45.038877724372625,,,,,,,48.92457386326073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.33907165990815,,,,,,,41.89795370709098,,,,,,,53.0251757157956,,,,,,,,48.001820323158206,0.0,,,,,,,,48.36718720309446,,,,,52.51535943293795,,,,,48.33656850537158,,,0.0,,,,,,,,,,,,,,,,,,,,49.460545804701226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,50.62583008714046,,,53.368231889989,,45.98578716841287,,,,,,,,0.0,,,,,56.046733900931514,,,,,,,57.149103934797374,,,,,,,,,0.0,,,,51.43961866360706,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44.423473800111466,,,,,,,,,43.189872221540945,,,,,,,,,,,,0.0,,,,,,,,60.10674630222402,,,,,,,,,,,,,,55.994786994488216,,,,,,,,,48.26277075274489,,,63.19500679578772,,,,,,,,,,,,,0.0,
u387,47.07574769944577,,,,43.894537342128736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.155152341925984,,,0.0,,,,,,,,,,,,,,,,44.132170747078874,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,56.58634097340832,,52.91344688308841,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,50.80513086781636,,,,,,56.81454262730805,,,,,,,51.982180818576886,,,,,,,50.023952502622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.79953634457246,,,,,,,,,,51.345781440361584,,,,,,,,0.0,,,,,0.0,,,,,,,,,50.023952502622,,50.50574808562846,,44.906577500336084,,,,,53.632798213034555,,,,,50.773904107868944,,,,,,,,,,0.0,,,,,,,,,,,,,50.36313837032411,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43057924054208,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,53.72446818035739,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.06032093268187,,,,,,0.0,,,,,,,,,,,,,,,,49.97075405638573,,,,,,,,,,,,,48.33780228750298,,0.0,,,,,,38.621575728320934,,42.552578852565574,,,,,51.36058465360055,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,65.2757143002551,,,,,,,,,,46.736781585378075,,,,,,,,,,0.0,
u388,,51.32309179029253,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,52.8587154997271,,,,,,,44.08245488670649,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,51.767412003938595,,,48.74203308205064,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,60.134621088912326,,,,,,0.0,,,,,,,,,,,,,,,51.41622417887215,,,,,,,,49.183628162768606,59.233190045987264,,,,,,,51.30665802662735,,,,,,,56.4744009729962,,,,,,,,,,,,,,,,,,,49.19998723433396,,55.86417189690005,,,50.69280885281457,48.783711906700546,,,,,,59.15371327529336,,,,,,,,,,,,0.0,,,,,,,52.018718422826595,,,,,,,,,,,,,,,,,,0.0,,,47.46299208747378,,,,,,,,,,,,,,54.43706824675689,56.714771474304385,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.24086933390935,,,,,55.14274978617213,,,,,,,,,,,,,,,,50.826626939289184,,0.0,0.0,,,,,,,,,57.085881251696875,0.0,,,,,,,,,57.066291650795606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.29833175221877,,0.0,,46.1387600312449,,,,,,,,48.58360922474839,,43.42228204529732,,,,,,,,,,,,,46.956394286137005,48.833688761670444,,,,,,,,,,,,,,,,0.0,,,,,,,41.106940957953455,,,,,48.8137507566027,51.04021655422287,,,,,,,,,,,,,,,,47.13341582142026,,,,,0.0,,50.711733650048544,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,55.379933697486734,,,,,,,,,,,,,,,,,,,
u389,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.39178405432571,,,,,,48.2989736475894,,,,,,,,,,,,,,,,,,,,,,,,,,47.90187705491906,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,53.978118687666736,,,,,,,,,,,,,,,46.71673341234909,,,,52.793478269819815,,,,,,,,,,,,,,42.70188134202982,,,,,0.0,,,,,,,,,,,,,,,,45.3982628435798,,,,,,,58.40881688636703,,,,,,51.511748963273334,,,,,,,,,,0.0,,,,,,61.63928050334235,46.58411598109454,,0.0,,57.293465974335014,,,,,,,,,,,,,,,,,,,,50.623552822139544,,42.077090543932925,,,,,,,53.458329711434445,53.86295888001288,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,51.620895637872934,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.12311307423643,,,,,,,0.0,,,,,45.66093443187398,,,,,,,,,,,,,,,,0.0,,,,,,,48.502759140063624,,,,,,,,,0.0,,,,,59.125197568002704,,,,,,,,0.0,,,,,45.97636451012462,,,,0.0,,,,,,0.0,,,,54.730404438257445,,,51.53276620653597,,,,,,,,,,,,,,,,61.65555926221204,,,41.987428358006014,,,,,,,,,,,,,,,,,,,40.9994735600423,0.0,0.0,,46.72596951149042,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,54.09936289722563,,
u390,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,58.43102101947511,,,,46.97788946443167,,49.41365590625442,,,,,,,,,,,51.671186202250475,,,,,,,,56.48728952746422,,,,,,,,,,0.0,,,,,,,46.874485031958805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.20831978034016,,,,,,,,,,,,,,,,,,,52.756633477999046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.77228868568263,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,61.19091984461114,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,43.8991377726555,,,,,,,,,,,,,47.66253913464623,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,50.80617748091326,,,,,0.0,,,,,,,,,,,,,,,55.275590472993514,,,,0.0,,,,60.29970243604037,,,,,,,,,,,,,,,,,51.92541125443359,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,46.33374404132386,,,,,,,,,,,,,,,,,,,,,,,,,,
u391,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,51.831316792950815,41.429915550637375,,,,,31.377533199690586,,,,,,,,,,,,,,,,,,56.464314305696945,,,,,,,,,,,,,,,,,,,,,,,,45.85530615465355,,,0.0,,48.80605494170698,,,,,,,,,,,,,,,57.85251491961037,,,,,,,,,,,,0.0,,,,,,,48.907425476625555,,0.0,43.993561402428135,,,,,,,,,,44.568607712934195,,,,,,,,55.50068683222027,,,,,,,,,,,,,,,,,,,,,,,,,57.12486420392409,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,52.78766030636109,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,46.356873655994164,59.371532553800535,,,,,0.0,,,51.82962169471434,52.06602623509359,,,49.164867207706685,,,,,55.0156035731593,,,,,,,,50.36128134917703,,,,,,,,,,,,,,,,,,0.0,,,,43.88682810409502,,,,,0.0,62.50772696845375,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,57.09470308433057,,,,,,,,,,,,,,,,59.41475146863345,,,,,,,,,,,44.47469104999023,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8101710744831,,,,,,,43.541579470419514,,0.0,,,,,,,0.0,,,49.506365646766476,,50.231187862594915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.32663400275162,,,,,,,,,,,,,,,,,
u392,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,53.02863313457929,,,,,,,45.87601139149662,,,42.17936449593223,,,,,,0.0,,,51.47215580106733,,51.47414612446339,,,,,,,,,,,46.62288897957028,53.348036812861274,,,,,,,,,,,,,,,,,,46.430047220391586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,50.21310403688981,,,,,,,52.121841022716154,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,51.01449046994444,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,46.89765594254888,,,55.21587782291518,,,,,,45.98119829662358,,,,,,,,,,,,,,,,,,,46.907741926140496,,,,,,46.81228398088225,,,,,,0.0,,,52.59468174971198,,,,,,,,,,,,,,,,,,,,,45.421626703950174,,,,,,,,,,59.345282209583225,,,,,,,,,,,,43.98945379513819,,,,49.506659839267364,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,53.40043894149703,,,0.0,,,,,0.0,,,,0.0,,,,,,52.13711449846383,,,,,,,,,,,,,,,,36.588005769306086,,,,50.810890687286516,,,,,,,,,,,48.752495768174676,,,,,,,,,,,,,,,,,,,0.0,41.71120914131187,,,,,0.0,,,,,,,,,,,0.0,,,,,52.07556662637907,,,,,,,,,,,,,48.62269986252488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,45.208948388883066,,,,0.0,,0.0,,,,,,,,,,51.864437078655214
